caseid,weight,MDregvote,likelyvoter,Question25_treat,Question29_30_order,Question1,Question2,Question3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,Question14,Question14_other,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22_1,Question22_2,Question22_3,Question22_4,Question22_5,Question22_6,Question22_7,Question22_8,Question22_9,Question22_99,Question23,Question24,Question25a,Question25b,Question26_1,Question26_2,Question26_3,Question26_4,Question26_5,Question26_6,Question26_7,Question26_8,Question26_9,Question26_10,Question26_19,Question26_99,Question27,Question28,Question29,Question30,urbanicity2,birthyr,gender,race,hispanic,educ,marstat,employ,ownhome,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,inputzip,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1893914130.0,0.65633040320805,1,1,1,1,1,1,1,1,4,2,4,2,8,1,2,9,3,7,__NA__,1,1,1,1,4,2.0,2.0,2,2,1,2,2,2,2,2,2,2,2,97.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,5,4,1,5,9,1970.0,1,1,2,6,1,1,1,13,2,1,2,1,1,24,20782.0,1,3,1,12,5,2,4,6,2024-10-22T18:51:50.668,2024-10-22T19:04:03.266
1893488610.0,1.69167593707341,1,1,1,1,2,2,4,8,1,4,1,3,8,2,1,2,8,4,__NA__,2,3,3,3,1,72.0,76.0,2,1,1,2,2,1,2,2,2,2,2,52.0,3,9,2,2,2,1,2,1,2,2,1,2,2,2,3,1,3,1,9,1950.0,1,1,2,5,4,5,1,7,2,2,7,2,2,24,20716.0,1,5,1,2,4,2,2,1,2024-10-22T16:34:41.735,2024-10-22T19:09:11.540
1893955346.0,0.594907950157281,1,1,1,1,5,1,1,3,4,3,4,2,2,1,4,4,1,7,__NA__,4,1,3,2,2,1.0,1.0,2,2,2,2,2,2,2,2,1,2,2,60.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,5,2,1,5,9,2001.0,2,1,2,5,5,1,2,7,2,3,3,7,1,24,20910.0,1,1,1,9,6,2,4,7,2024-10-22T19:12:03.196,2024-10-22T19:17:04.913
1893953812.0,0.590696985292131,1,1,2,2,1,1,1,1,4,3,2,1,9,2,3,9,2,7,__NA__,1,1,2,1,3,0.0,0.0,2,2,2,1,2,2,2,2,2,2,2,100.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,2,9,1965.0,2,1,2,6,1,5,1,11,2,3,3,6,1,24,20657.0,1,3,2,11,6,2,4,3,2024-10-22T19:03:03.152,2024-10-22T19:20:42.337
1893978874.0,1.29823017638797,1,1,2,2,2,2,1,4,1,4,2,3,3,3,2,2,4,2,__NA__,3,3,4,3,2,29.0,don't know,1,2,1,1,1,1,1,1,2,2,2,don't know,9,4,1,2,2,1,1,2,2,1,1,1,2,2,3,1,5,1,9,1941.0,2,1,2,3,3,5,1,4,2,3,5,2,2,24,21146.0,1,4,2,1,4,2,1,1,2024-10-22T19:41:42.928,2024-10-22T19:54:25.321
1893824962.0,0.368601562800285,1,1,1,1,5,4,3,8,8,8,8,8,8,8,8,8,8,1,__NA__,9,9,9,9,4,don't know,don't know,2,2,2,2,2,2,2,2,1,2,2,don't know,5,9,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,1955.0,1,1,2,3,5,5,2,3,2,3,3,1,1,24,20904.0,1,3,7,12,2,1,1,2,2024-10-22T20:13:14.940,2024-10-22T20:21:38.288
1897431520.0,0.550686428606322,1,1,2,2,1,1,1,1,4,1,3,1,2,2,2,3,2,99,Trump,1,1,2,2,4,1.0,5.0,2,2,2,2,2,2,2,2,1,2,2,98.0,9,5,1,1,2,1,1,1,1,1,1,1,2,2,5,3,1,2,9,1971.0,1,1,2,5,1,1,1,10,2,1,1,1,1,24,21784.0,1,2,1,1,5,2,3,5,2024-10-24T16:09:50.933,2024-10-24T16:18:49.299
1897430364.0,0.633570412244099,1,1,2,1,1,1,1,1,4,2,4,1,2,2,2,8,1,7,__NA__,1,4,2,1,4,5.0,7.0,2,2,2,2,2,2,2,2,1,2,2,60.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,2,9,1974.0,1,1,2,3,1,1,1,15,2,3,3,1,1,24,21784.0,1,3,1,11,6,2,4,7,2024-10-24T16:05:57.655,2024-10-24T16:18:41.396
1897280542.0,1.51111660107882,1,1,1,1,2,2,2,3,2,3,2,3,2,8,1,2,3,2,__NA__,2,3,2,2,3,20.0,20.0,1,2,2,2,1,2,1,2,2,2,2,60.0,4,9,2,2,2,1,1,2,2,1,1,1,2,2,4,3,2,1,9,1942.0,1,1,2,5,1,5,1,11,2,3,5,2,2,24,21090.0,1,4,1,1,5,2,3,6,2024-10-24T16:07:45.189,2024-10-24T16:22:18.652
1897432116.0,0.65633040320805,1,1,2,1,1,1,1,1,4,3,2,1,9,2,2,4,2,9,__NA__,1,1,1,1,4,1.0,1.0,2,2,2,2,2,2,2,2,1,2,2,80.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,2,9,1977.0,1,1,2,6,3,1,1,15,1,1,1,1,1,24,20850.0,1,2,1,10,6,2,4,7,2024-10-24T16:16:48.026,2024-10-24T16:25:33.757
1897237958.0,0.611906525423545,1,1,1,2,2,2,2,4,2,4,1,2,3,2,2,2,4,2,__NA__,1,3,3,3,3,10.0,25.0,1,1,1,1,2,2,1,2,2,2,2,50.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,1,9,1942.0,1,1,2,5,5,5,2,7,2,3,3,7,2,24,21234.0,1,4,1,12,1,2,1,1,2024-10-24T16:07:58.904,2024-10-24T16:25:46.472
1897534996.0,0.893945735149804,1,1,1,2,2,1,1,4,3,2,3,4,2,9,1,3,4,2,__NA__,2,1,3,2,4,42.0,25.0,2,1,2,1,2,2,2,2,2,2,2,10.0,4,9,2,1,2,1,2,2,2,1,1,2,2,2,3,1,9,2,9,1965.0,1,1,2,3,1,1,1,12,2,3,4,2,2,24,21220.0,1,3,2,2,4,2,1,2,2024-10-24T16:25:21.642,2024-10-24T16:39:56.185
1897815992.0,1.18600954220251,1,1,1,1,2,2,1,1,1,4,1,2,8,1,2,3,4,1,__NA__,1,2,2,2,3,15.0,don't know,2,2,2,2,2,2,2,2,1,2,2,don't know,1,9,2,2,2,1,2,2,2,2,2,1,2,2,9,1,9,2,9,1967.0,1,1,2,2,3,1,1,8,2,2,7,2,2,24,20720.0,1,3,2,1,6,2,4,7,2024-10-24T16:36:32.675,2024-10-24T16:42:31.818
1897828312.0,0.238394485647286,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,11,__NA__,1,2,2,2,1,54.0,53.0,2,1,2,2,2,1,1,2,2,2,1,50.0,5,9,2,2,1,2,2,1,1,2,2,2,2,2,1,4,2,1,9,1980.0,1,4,1,5,1,1,2,8,1,1,2,1,1,24,21117.0,1,2,2,2,1,1,1,1,2024-10-24T16:29:17.948,2024-10-24T16:47:45.911
1897815994.0,1.15503650246339,1,1,1,2,1,1,1,2,4,2,4,2,9,2,3,4,1,99,Housing costs,2,1,3,2,3,don't know,don't know,2,2,2,2,2,2,2,2,2,1,2,65.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,5,2,1,5,9,1983.0,2,6,2,5,1,1,2,9,2,3,3,4,5,24,20886.0,1,1,1,9,6,2,4,7,2024-10-24T16:43:01.711,2024-10-24T16:49:35.174
1897815968.0,1.45477928765889,1,1,2,1,1,1,1,1,4,2,3,2,9,2,2,8,2,4,__NA__,1,1,2,2,4,2.0,5.0,2,2,2,2,2,2,2,2,1,2,2,79.0,9,4,1,1,2,1,1,1,1,1,1,1,2,2,5,3,1,4,9,1999.0,1,1,2,5,5,1,2,5,2,1,1,7,1,24,20910.0,1,2,1,9,6,2,4,7,2024-10-24T16:44:33.901,2024-10-24T16:50:13.239
1897815962.0,0.537518954008049,1,1,2,2,1,1,1,2,4,2,4,1,1,1,2,3,2,7,__NA__,2,1,1,2,4,1.0,1.0,2,2,2,2,2,2,2,2,1,2,2,40.0,9,4,1,2,2,1,1,1,1,1,1,1,2,2,5,3,1,4,9,1962.0,1,1,2,5,1,1,1,11,2,1,1,1,1,24,21239.0,1,2,1,1,4,2,3,5,2024-10-24T16:40:33.641,2024-10-24T16:51:15.065
1897886902.0,1.69426590206798,1,1,2,2,2,4,2,4,3,8,3,4,8,8,3,8,4,2,__NA__,9,2,9,3,2,don't know,don't know,2,1,1,1,2,2,1,2,2,2,9,don't know,9,3,1,2,2,1,1,2,2,2,1,1,2,2,9,1,9,9,9,1982.0,2,7,2,6,3,1,1,9,1,3,4,7,6,24,21629.0,1,3,3,11,6,2,3,8,2024-10-24T16:50:14.967,2024-10-24T16:58:51.896
1896122772.0,1.45465333628301,1,1,1,1,1,1,1,1,4,1,4,2,9,1,1,2,1,6,__NA__,2,2,2,2,4,1.0,1.0,2,1,2,1,2,2,2,2,2,2,2,85.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,9,1985.0,1,1,2,5,1,1,1,9,1,3,3,1,1,24,20874.0,1,1,1,9,6,2,4,7,2024-10-24T16:50:29.756,2024-10-24T17:01:50.033
1896552254.0,1.37917525304321,1,1,1,2,2,2,2,4,3,4,3,4,9,4,8,3,4,2,__NA__,1,3,2,3,4,20.0,10.0,2,2,2,2,2,2,2,2,1,2,2,90.0,4,9,1,2,2,1,1,1,2,1,1,1,2,2,1,1,5,5,9,1971.0,1,1,2,6,1,1,1,12,1,3,5,3,2,24,20878.0,1,3,1,1,3,1,1,5,2024-10-24T17:02:57.957,2024-10-24T17:16:50.660
1897433076.0,0.447209964257511,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,8,1,4,__NA__,4,1,3,2,4,10.0,1.0,2,2,2,2,2,2,2,2,1,2,2,70.0,9,3,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,4,9,1991.0,1,2,2,5,6,1,3,9,2,3,4,3,1,24,20774.0,1,3,2,1,6,2,4,7,2024-10-24T16:30:32.372,2024-10-24T17:20:10.396
1896552162.0,0.784923172664636,1,1,2,1,1,1,1,2,4,3,3,2,8,3,3,8,1,5,__NA__,2,1,3,2,1,10.0,10.0,1,2,1,2,2,2,2,2,2,2,2,60.0,9,4,1,1,2,1,1,1,1,1,1,1,2,2,9,1,3,2,9,1966.0,2,1,2,5,3,1,1,6,2,1,1,1,1,24,21209.0,1,2,2,5,5,2,2,8,2024-10-24T16:25:14.100,2024-10-24T17:21:38.324
1897905854.0,0.418007868437202,1,2,1,1,1,1,3,1,4,1,2,1,2,2,2,8,8,2,__NA__,2,2,9,2,3,50.0,50.0,2,2,2,2,2,2,2,2,1,2,2,50.0,1,9,1,1,1,1,1,1,1,2,1,1,2,2,9,9,9,9,9,1957.0,1,2,2,5,4,6,2,97,2,3,4,1,1,24,21216.0,1,3,7,1,4,2,1,2,2024-10-24T17:10:40.848,2024-10-24T17:22:38.456
1897866992.0,0.307798859497368,1,1,2,2,1,2,1,1,4,8,1,2,9,2,3,3,4,9,__NA__,4,1,4,3,1,0.0,0.0,2,2,2,2,2,1,2,2,2,2,2,0.0,9,4,1,1,2,1,1,2,2,2,2,1,2,2,9,1,2,2,9,1973.0,2,1,2,4,1,7,3,8,2,1,1,1,1,24,21740.0,1,2,1,11,5,2,4,7,2024-10-24T17:20:50.117,2024-10-24T17:29:17.409
1897866984.0,0.784923172664636,1,1,2,1,1,1,1,2,4,2,4,2,8,2,2,8,1,5,__NA__,3,1,2,2,4,1.0,1.0,2,2,2,2,2,2,2,2,1,2,2,91.0,9,3,1,2,2,1,1,1,2,1,1,1,2,2,4,1,3,3,9,1970.0,2,1,2,5,1,7,1,12,2,1,2,1,1,24,20882.0,1,2,2,5,6,2,3,7,2024-10-24T17:22:33.406,2024-10-24T17:36:21.044
1897927434.0,0.42105195286349,1,1,1,2,1,1,1,1,4,1,3,1,9,2,2,3,2,4,__NA__,1,1,4,3,1,0.0,0.0,2,2,2,2,2,2,2,2,1,2,2,80.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,9,3,2,2,9,1963.0,2,1,2,3,6,2,2,4,2,3,3,1,1,24,20707.0,1,3,1,7,6,2,4,2,2024-10-24T17:30:28.291,2024-10-24T17:37:37.693
1897911526.0,0.933845893089676,1,2,2,2,2,2,1,4,1,9,2,2,9,2,1,9,4,4,__NA__,1,1,2,1,4,20.0,21.0,1,2,2,1,2,2,2,2,2,2,2,80.0,9,5,2,2,2,1,1,2,2,1,1,1,2,2,4,2,1,5,9,1984.0,2,1,2,6,1,1,1,13,1,2,7,2,2,24,21804.0,1,4,2,11,6,2,3,6,2024-10-24T17:31:04.731,2024-10-24T17:39:45.057
1897911516.0,1.45465333628301,1,1,1,1,1,1,1,2,4,2,4,2,2,1,4,3,1,5,__NA__,2,1,1,2,4,20.0,20.0,1,2,2,2,2,1,2,2,2,2,2,100.0,4,9,1,1,2,1,1,1,1,1,1,1,2,2,4,2,1,5,9,1988.0,1,1,2,5,1,1,1,11,2,1,1,1,1,24,21211.0,1,1,1,9,6,2,4,7,2024-10-24T17:29:02.241,2024-10-24T17:43:14.173
1897866988.0,1.21852012977704,1,1,1,2,2,2,1,4,2,4,2,3,3,4,1,8,3,2,__NA__,1,3,4,3,1,70.0,55.0,2,2,2,2,2,2,2,2,1,2,1,100.0,4,9,1,2,2,1,1,1,2,1,1,1,2,2,1,1,4,3,9,1971.0,2,6,2,6,6,1,2,6,2,2,7,2,2,24,21713.0,1,3,1,1,4,2,2,1,2024-10-24T17:33:55.637,2024-10-24T17:46:47.476
1897958572.0,0.934267727177895,1,1,2,1,1,1,1,1,4,2,4,1,2,2,3,9,1,9,__NA__,2,1,1,1,3,0.0,0.0,1,2,2,2,2,2,2,2,2,2,2,50.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,5,2,1,4,9,1986.0,2,1,2,5,1,3,1,12,2,1,1,1,1,24,21224.0,1,1,1,10,6,2,4,7,2024-10-24T17:42:15.162,2024-10-24T17:48:10.006
1897968614.0,0.568947393535358,1,3,2,2,9,2,4,8,8,9,1,8,2,8,2,9,8,4,__NA__,9,3,4,2,1,don't know,don't know,2,2,2,2,2,2,2,2,2,1,2,50.0,9,3,2,2,2,2,2,2,2,2,2,2,2,1,3,9,3,3,9,1966.0,2,1,2,2,4,6,2,2,2,5,8,6,6,24,21795.0,1,6,2,1,5,1,2,1,2024-10-24T17:47:40.768,2024-10-24T17:59:13.853
1897943694.0,0.575992240592812,1,1,2,2,1,1,1,1,4,1,3,1,9,2,2,8,3,4,__NA__,1,1,4,3,3,don't know,don't know,2,2,2,2,2,2,2,2,1,2,2,82.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,1,9,1988.0,1,2,2,2,5,4,1,97,2,1,2,1,1,24,20744.0,1,3,1,11,6,2,3,7,2024-10-24T17:51:59.100,2024-10-24T18:02:13.587
1897983538.0,0.497505028731842,1,1,1,1,1,1,1,1,4,1,4,1,9,1,3,4,1,3,__NA__,1,1,1,1,4,6.0,2.0,2,1,2,2,2,1,2,2,2,2,2,80.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,5,2,1,4,9,1985.0,2,1,2,6,5,1,1,11,2,3,3,1,1,24,20854.0,1,1,1,9,6,2,4,7,2024-10-24T17:59:08.040,2024-10-24T18:06:38.675
1897962146.0,0.525533062722459,1,1,1,1,1,1,1,1,4,1,2,2,2,2,1,8,1,99,Election Intgrity,1,1,3,1,4,40.0,10.0,2,2,2,2,2,2,2,2,1,2,2,93.0,4,9,1,2,2,1,1,1,1,1,1,1,2,2,4,3,1,4,9,1948.0,1,2,2,5,1,5,1,10,2,1,2,1,1,24,21117.0,1,3,1,1,2,2,1,2,2024-10-24T17:44:52.973,2024-10-24T18:09:48.703
1897987766.0,0.584898627915761,1,1,1,1,1,1,1,1,4,2,2,1,8,1,3,4,8,10,__NA__,1,1,4,2,1,4.0,don't know,2,1,2,1,2,1,2,2,2,2,2,don't know,4,9,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,4,9,1963.0,2,6,2,3,5,6,2,3,2,1,1,1,1,24,21742.0,1,2,1,10,5,2,4,5,2024-10-24T18:04:17.061,2024-10-24T18:10:05.130
1897943674.0,0.498789755636994,1,3,2,2,5,2,1,3,2,4,1,4,4,1,3,3,2,1,__NA__,3,1,4,3,1,70.0,75.0,1,1,2,2,2,1,2,2,2,2,1,98.0,9,5,2,1,1,1,1,1,2,2,1,1,2,2,4,1,5,1,9,1961.0,2,1,2,5,5,6,2,1,2,1,2,1,1,24,21244.0,1,3,1,5,4,2,3,5,2024-10-24T18:06:56.227,2024-10-24T18:15:54.923
1897194018.0,0.519966256163708,1,1,2,2,1,1,1,1,4,2,2,2,1,8,2,2,8,4,__NA__,2,1,2,1,4,9.0,30.0,1,1,2,2,2,2,2,2,2,2,2,61.0,9,4,2,2,2,1,1,1,2,1,1,1,2,2,4,3,2,9,9,1944.0,2,1,2,6,3,5,2,9,2,1,1,1,1,24,21202.0,1,3,2,1,3,2,1,1,2024-10-24T18:04:44.942,2024-10-24T18:18:21.767
1897911494.0,0.872168888218848,1,1,2,2,1,1,1,2,4,2,4,1,8,1,3,4,1,5,__NA__,1,1,3,3,2,25.0,25.0,1,1,1,2,2,2,2,2,2,2,2,50.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,5,2,1,5,9,1969.0,2,1,2,6,5,1,1,7,2,4,3,1,1,24,21045.0,1,1,1,12,2,2,4,7,2024-10-24T18:02:29.247,2024-10-24T18:26:10.885
1897077406.0,0.725830816457314,1,1,1,1,2,2,2,4,2,4,2,8,8,3,2,3,4,4,__NA__,2,2,4,3,1,5.0,1.0,2,2,2,2,2,2,2,2,1,2,2,70.0,4,9,1,2,2,1,1,1,2,1,1,1,2,2,3,2,2,4,9,1968.0,2,1,2,3,1,7,2,4,2,3,5,2,2,24,21102.0,1,3,2,11,6,2,4,6,2024-10-24T18:15:28.738,2024-10-24T18:30:27.453
1897346456.0,2.21779794635622,1,1,2,2,2,2,2,4,1,2,1,2,9,3,1,9,4,2,__NA__,2,3,3,2,2,don't know,1.0,1,2,2,2,1,2,2,2,2,2,2,don't know,9,1,2,2,2,2,1,1,2,2,1,1,2,2,1,9,3,5,9,1985.0,2,1,2,3,5,1,2,7,2,2,7,2,2,24,20854.0,1,1,3,2,4,2,1,4,2024-10-24T18:23:21.847,2024-10-24T18:34:04.998
1898003664.0,0.755130880194185,1,1,1,1,2,2,2,4,1,4,1,4,8,4,1,4,4,2,__NA__,1,3,4,3,1,100.0,100.0,1,1,1,1,1,1,1,1,2,2,2,0.0,4,9,2,2,2,1,2,2,2,1,1,1,2,2,5,1,5,1,9,1960.0,2,7,2,4,4,6,3,3,2,4,4,2,2,24,21740.0,1,5,1,12,6,1,1,1,2024-10-24T18:18:58.985,2024-10-24T18:41:50.482
1898036228.0,0.71083472471198,1,1,1,2,1,1,1,1,4,1,4,2,2,1,2,9,1,3,__NA__,1,1,2,2,3,don't know,don't know,2,2,1,1,2,2,2,2,2,2,2,100.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,5,9,1997.0,2,6,1,5,5,7,2,11,2,1,1,7,1,24,21043.0,1,1,1,10,6,2,3,6,2024-10-24T18:38:28.253,2024-10-24T18:48:35.545
1897911508.0,0.632944101731647,1,1,2,2,1,1,1,1,4,1,4,1,9,1,2,9,1,7,__NA__,1,1,2,2,4,0.0,1.0,2,2,1,2,2,2,2,2,2,2,2,100.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,5,9,1953.0,2,1,2,3,4,5,1,3,2,1,1,1,1,24,20902.0,1,2,1,11,6,2,4,7,2024-10-24T18:50:29.563,2024-10-24T19:02:34.604
1898012030.0,0.649600232114407,1,1,1,1,1,1,1,1,4,1,2,1,1,2,1,8,8,99,Democracy,1,1,2,2,4,0.0,skipped,2,2,2,2,2,2,2,2,1,2,2,99.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,1,9,1975.0,1,1,2,5,1,1,1,16,2,3,3,3,1,24,20854.0,1,2,1,9,6,2,4,7,2024-10-24T19:37:54.249,2024-10-24T19:45:58.108
1897011026.0,0.893945735149804,1,1,1,1,2,2,2,4,1,4,2,4,2,2,1,2,4,2,__NA__,1,3,3,3,2,37.0,36.0,2,2,1,2,2,2,1,2,2,2,2,50.0,4,9,1,2,2,1,1,2,2,1,1,1,2,2,3,1,2,1,9,1964.0,1,1,2,4,1,5,1,8,2,3,5,2,2,24,21817.0,1,4,1,1,3,2,1,2,2024-10-24T19:40:14.271,2024-10-24T19:48:42.582
1898082498.0,1.00937343975501,1,1,2,2,1,1,1,1,4,1,3,2,8,2,8,3,2,9,__NA__,1,1,3,2,4,10.0,10.0,2,2,2,2,2,2,2,2,1,2,2,100.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,5,4,1,3,9,1991.0,1,1,2,3,3,1,1,13,1,1,1,1,1,24,21742.0,1,1,1,11,6,2,4,7,2024-10-24T19:39:44.314,2024-10-24T19:49:07.367
1898047446.0,1.84685178058991,1,1,1,1,1,1,1,1,4,2,1,2,2,2,2,4,1,4,__NA__,1,1,4,2,4,5.0,10.0,2,2,2,1,2,2,2,2,2,2,2,88.0,4,9,1,1,1,1,1,1,1,1,1,1,2,2,5,2,2,2,9,1957.0,2,2,2,2,5,5,1,15,2,1,1,1,1,24,21060.0,1,3,2,1,2,1,1,1,2024-10-24T19:34:54.147,2024-10-24T19:49:31.990
1897321672.0,1.32159031294845,1,1,2,2,2,2,3,4,1,4,2,4,3,2,1,9,4,4,__NA__,1,3,3,3,2,5.0,1.0,2,2,2,2,2,2,2,2,1,2,2,20.0,9,4,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,9,1946.0,1,1,2,2,1,5,1,9,2,2,7,2,2,24,21040.0,1,4,1,2,2,2,1,6,2024-10-24T19:38:07.736,2024-10-24T19:50:02.045
1897867002.0,1.06033761543519,1,1,2,1,2,2,3,4,1,4,1,3,8,3,1,8,3,2,__NA__,1,2,3,2,2,50.0,50.0,2,2,2,2,2,2,2,2,1,2,2,50.0,9,4,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,9,1961.0,2,1,2,2,1,7,1,7,2,2,6,2,2,24,21804.0,1,4,2,1,2,1,1,1,2024-10-24T19:30:50.767,2024-10-24T19:50:50.151
